collision_datetime,collision_time,accident_year,month,day_of_week,analysis_neighborhood
05/31/2007 05:36:00 PM,17:36:00,2007,May,Thursday,Treasure Island
03/14/2016 09:50:00 AM,09:50:00,2016,March,Monday,Oceanview/Merced/Ingleside
11/10/2007 01:35:00 AM,01:35:00,2007,November,Saturday,Japantown
09/06/2005 05:30:00 PM,17:30:00,2005,September,Tuesday,Bayview Hunters Point
02/24/2024 10:59:00 AM,10:59:00,2024,February,Saturday,Outer Richmond
08/24/2022 03:10:00 PM,15:10:00,2022,August,Wednesday,Sunset/Parkside
08/03/2013 08:53:00 PM,20:53:00,2013,August,Saturday,Tenderloin
03/26/2013 07:50:00 AM,07:50:00,2013,March,Tuesday,Excelsior
10/24/2022 10:50:00 AM,10:50:00,2022,October,Monday,Sunset/Parkside
09/28/2023 06:08:00 PM,18:08:00,2023,September,Thursday,South of Market
10/24/2022 07:13:00 AM,07:13:00,2022,October,Monday,South of Market
08/05/2012 12:20:00 AM,00:20:00,2012,August,Sunday,Tenderloin
11/14/2022 11:51:00 AM,11:51:00,2022,November,Monday,Mission
10/31/2022 04:54:00 PM,16:54:00,2022,October,Monday,Mission
07/14/2021 05:33:00 PM,17:33:00,2021,July,Wednesday,Outer Mission
05/14/2019 08:12:00 AM,08:12:00,2019,May,Tuesday,Outer Mission
06/20/2014 07:30:00 PM,19:30:00,2014,June,Friday,Nob Hill
12/15/2007 06:19:00 PM,18:19:00,2007,December,Saturday,South of Market
08/10/2019 11:40:00 PM,23:40:00,2019,August,Saturday,Bayview Hunters Point
03/16/2013 09:18:00 PM,21:18:00,2013,March,Saturday,Castro/Upper Market
08/10/2019 05:55:00 PM,17:55:00,2019,August,Saturday,Bernal Heights
04/02/2012 10:24:00 PM,22:24:00,2012,April,Monday,Nob Hill
05/15/2012 03:45:00 PM,15:45:00,2012,May,Tuesday,Pacific Heights
01/04/2015 05:29:00 PM,17:29:00,2015,January,Sunday,Inner Sunset
12/02/2011 01:29:00 PM,13:29:00,2011,December,Friday,Mission
03/22/2023 07:46:00 AM,07:46:00,2023,March,Wednesday,Mission
01/18/2023 10:15:00 AM,10:15:00,2023,January,Wednesday,Western Addition
08/12/2012 10:43:00 PM,22:43:00,2012,August,Sunday,Pacific Heights
10/03/2007 09:45:00 AM,09:45:00,2007,October,Wednesday,Hayes Valley
02/18/2024 03:17:00 AM,03:17:00,2024,February,Sunday,Mission
09/28/2016 10:09:00 AM,10:09:00,2016,September,Wednesday,South of Market
07/24/2007 11:10:00 AM,11:10:00,2007,July,Tuesday,Mission
10/01/2023 01:57:00 AM,01:57:00,2023,October,Sunday,Marina
10/04/2022 01:01:00 AM,01:01:00,2022,October,Tuesday,Tenderloin
10/15/2024 01:29:00 PM,13:29:00,2024,October,Tuesday,Financial District/South Beach
06/17/2020 04:04:00 AM,04:04:00,2020,June,Wednesday,Hayes Valley
05/14/2019 11:25:00 AM,11:25:00,2019,May,Tuesday,South of Market
06/06/2020 05:17:00 PM,17:17:00,2020,June,Saturday,Mission
11/29/2007 08:51:00 AM,08:51:00,2007,November,Thursday,South of Market
08/28/2006 08:18:00 PM,20:18:00,2006,August,Monday,Nob Hill
08/17/2019 10:56:00 PM,22:56:00,2019,August,Saturday,Nob Hill
10/01/2019 01:00:00 PM,13:00:00,2019,October,Tuesday,Hayes Valley
10/11/2015 03:22:00 PM,15:22:00,2015,October,Sunday,Financial District/South Beach
09/24/2014 11:59:00 AM,11:59:00,2014,September,Wednesday,Castro/Upper Market
04/06/2012 07:44:00 PM,19:44:00,2012,April,Friday,Hayes Valley
08/09/2006 09:36:00 AM,09:36:00,2006,August,Wednesday,Outer Mission
07/20/2014 01:35:00 AM,01:35:00,2014,July,Sunday,Mission
06/18/2013 05:29:00 PM,17:29:00,2013,June,Tuesday,Sunset/Parkside
02/02/2024 10:21:00 PM,22:21:00,2024,February,Friday,Financial District/South Beach
11/23/2022 04:37:00 AM,04:37:00,2022,November,Wednesday,Haight Ashbury
03/14/2023 10:00:00 AM,10:00:00,2023,March,Tuesday,Outer Mission
11/22/2022 06:40:00 AM,06:40:00,2022,November,Tuesday,South of Market
03/28/2014 09:41:00 AM,09:41:00,2014,March,Friday,Sunset/Parkside
06/24/2014 09:30:00 PM,21:30:00,2014,June,Tuesday,Bayview Hunters Point
07/09/2022 03:19:00 AM,03:19:00,2022,July,Saturday,Pacific Heights
11/23/2007 07:34:00 AM,07:34:00,2007,November,Friday,South of Market
07/13/2020 01:54:00 PM,13:54:00,2020,July,Monday,Castro/Upper Market
08/11/2013 07:52:00 PM,19:52:00,2013,August,Sunday,Bayview Hunters Point
11/11/2011 08:15:00 AM,08:15:00,2011,November,Friday,Pacific Heights
08/13/2007 09:00:00 AM,09:00:00,2007,August,Monday,Marina
03/26/2008 02:35:00 PM,14:35:00,2008,March,Wednesday,Outer Richmond
11/14/2007 08:50:00 AM,08:50:00,2007,November,Wednesday,Marina
06/01/2023 03:00:00 PM,15:00:00,2023,June,Thursday,Mission
01/20/2024 05:15:00 PM,17:15:00,2024,January,Saturday,Russian Hill
12/09/2022 06:30:00 AM,06:30:00,2022,December,Friday,Bernal Heights
04/30/2020 05:42:00 PM,17:42:00,2020,April,Thursday,Castro/Upper Market
10/13/2022 10:10:00 AM,10:10:00,2022,October,Thursday,Tenderloin
12/19/2022 01:08:00 PM,13:08:00,2022,December,Monday,Outer Mission
08/14/2023 11:57:00 PM,23:57:00,2023,August,Monday,Outer Richmond
08/08/2019 05:12:00 PM,17:12:00,2019,August,Thursday,Bernal Heights
12/22/2011 07:56:00 PM,19:56:00,2011,December,Thursday,Golden Gate Park
10/13/2024 04:30:00 PM,16:30:00,2024,October,Sunday,Portola
08/21/2019 05:36:00 PM,17:36:00,2019,August,Wednesday,Tenderloin
09/30/2005 02:34:00 PM,14:34:00,2005,September,Friday,Inner Sunset
07/24/2023 01:36:00 PM,13:36:00,2023,July,Monday,South of Market
03/24/2023 01:40:00 AM,01:40:00,2023,March,Friday,Lone Mountain/USF
05/16/2012 03:51:00 PM,15:51:00,2012,May,Wednesday,Excelsior
01/20/2015 10:07:00 AM,10:07:00,2015,January,Tuesday,Financial District/South Beach
08/20/2019 04:19:00 PM,16:19:00,2019,August,Tuesday,Mission
12/23/2012 01:20:00 PM,13:20:00,2012,December,Sunday,Financial District/South Beach
05/20/2023 02:28:00 AM,02:28:00,2023,May,Saturday,Visitacion Valley
05/05/2012 04:42:00 AM,04:42:00,2012,May,Saturday,Excelsior
11/20/2020 03:22:00 PM,15:22:00,2020,November,Friday,Bayview Hunters Point
09/24/2020 04:07:00 PM,16:07:00,2020,September,Thursday,Lakeshore
06/03/2005 09:59:00 AM,09:59:00,2005,June,Friday,Mission
05/23/2021 08:40:00 AM,08:40:00,2021,May,Sunday,Tenderloin
03/28/2005 07:03:00 AM,07:03:00,2005,March,Monday,Noe Valley
08/28/2007 03:17:00 PM,15:17:00,2007,August,Tuesday,Outer Mission
11/26/2022 03:28:00 PM,15:28:00,2022,November,Saturday,Tenderloin
12/04/2019 11:52:00 PM,23:52:00,2019,December,Wednesday,Lone Mountain/USF
12/06/2007 06:40:00 PM,18:40:00,2007,December,Thursday,Hayes Valley
08/06/2019 08:40:00 AM,08:40:00,2019,August,Tuesday,Mission
12/31/2022 06:15:00 PM,18:15:00,2022,December,Saturday,Marina
11/09/2022 08:00:00 AM,08:00:00,2022,November,Wednesday,South of Market
01/30/2024 12:36:00 PM,12:36:00,2024,January,Tuesday,Mission Bay
07/18/2017 11:40:00 AM,11:40:00,2017,July,Tuesday,Tenderloin
10/12/2014 02:15:00 PM,14:15:00,2014,October,Sunday,Financial District/South Beach
10/14/2007 03:19:00 PM,15:19:00,2007,October,Sunday,South of Market
05/11/2016 12:10:00 PM,12:10:00,2016,May,Wednesday,Lakeshore
04/05/2021 03:45:00 PM,15:45:00,2021,April,Monday,Nob Hill
04/12/2020 03:42:00 PM,15:42:00,2020,April,Sunday,Outer Mission
03/18/2023 02:06:00 PM,14:06:00,2023,March,Saturday,South of Market
09/17/2005 05:16:00 PM,17:16:00,2005,September,Saturday,Mission
08/06/2008 03:14:00 PM,15:14:00,2008,August,Wednesday,Lone Mountain/USF
09/30/2017 05:06:00 PM,17:06:00,2017,September,Saturday,Mission
07/06/2023 07:03:00 AM,07:03:00,2023,July,Thursday,Sunset/Parkside
02/14/2021 11:50:00 AM,11:50:00,2021,February,Sunday,Golden Gate Park
02/23/2008 11:20:00 AM,11:20:00,2008,February,Saturday,Excelsior
10/22/2019 05:35:00 PM,17:35:00,2019,October,Tuesday,Financial District/South Beach
08/05/2022 04:28:00 PM,16:28:00,2022,August,Friday,Presidio Heights
12/18/2017 11:20:00 AM,11:20:00,2017,December,Monday,Oceanview/Merced/Ingleside
11/11/2012 08:30:00 AM,08:30:00,2012,November,Sunday,Western Addition
08/11/2012 11:09:00 AM,11:09:00,2012,August,Saturday,Inner Richmond
04/20/2013 07:47:00 PM,19:47:00,2013,April,Saturday,Hayes Valley
11/30/2021 08:30:00 AM,08:30:00,2021,November,Tuesday,Marina
04/20/2023 07:08:00 PM,19:08:00,2023,April,Thursday,Sunset/Parkside
07/15/2005 11:10:00 AM,11:10:00,2005,July,Friday,West of Twin Peaks
08/16/2019 06:22:00 PM,18:22:00,2019,August,Friday,Mission
07/21/2008 09:05:00 AM,09:05:00,2008,July,Monday,Inner Sunset
07/20/2019 09:10:00 PM,21:10:00,2019,July,Saturday,Lone Mountain/USF
04/06/2012 02:16:00 PM,14:16:00,2012,April,Friday,Golden Gate Park
03/02/2015 05:55:00 PM,17:55:00,2015,March,Monday,Oceanview/Merced/Ingleside
02/04/2023 11:21:00 PM,23:21:00,2023,February,Saturday,Marina
05/14/2014 12:21:00 PM,12:21:00,2014,May,Wednesday,Tenderloin
05/19/2020 12:00:00 PM,12:00:00,2020,May,Tuesday,Sunset/Parkside
10/15/2005 02:25:00 PM,14:25:00,2005,October,Saturday,Western Addition
07/07/2016 09:01:00 AM,09:01:00,2016,July,Thursday,Financial District/South Beach
10/17/2012 06:58:00 AM,06:58:00,2012,October,Wednesday,Golden Gate Park
01/07/2015 05:38:00 PM,17:38:00,2015,January,Wednesday,Sunset/Parkside
02/20/2023 07:24:00 PM,19:24:00,2023,February,Monday,Mission
09/29/2005 01:30:00 PM,13:30:00,2005,September,Thursday,Bayview Hunters Point
09/13/2023 11:00:00 AM,11:00:00,2023,September,Wednesday,Outer Richmond
10/27/2007 05:10:00 PM,17:10:00,2007,October,Saturday,Excelsior
11/07/2019 08:20:00 AM,08:20:00,2019,November,Thursday,West of Twin Peaks
05/04/2020 11:08:00 PM,23:08:00,2020,May,Monday,Visitacion Valley
10/07/2023 01:40:00 AM,01:40:00,2023,October,Saturday,Excelsior
01/21/2024 02:50:00 PM,14:50:00,2024,January,Sunday,Golden Gate Park
06/28/2014 10:00:00 AM,10:00:00,2014,June,Saturday,Lakeshore
01/06/2014 10:07:00 AM,10:07:00,2014,January,Monday,Tenderloin
11/17/2012 12:15:00 AM,00:15:00,2012,November,Saturday,South of Market
01/13/2013 08:11:00 AM,08:11:00,2013,January,Sunday,Oceanview/Merced/Ingleside
06/01/2023 10:32:00 PM,22:32:00,2023,June,Thursday,Bayview Hunters Point
05/02/2019 01:24:00 PM,13:24:00,2019,May,Thursday,Glen Park
11/03/2022 07:54:00 PM,19:54:00,2022,November,Thursday,Western Addition
01/10/2012 05:00:00 PM,17:00:00,2012,January,Tuesday,Mission
12/04/2023 08:30:00 PM,20:30:00,2023,December,Monday,Japantown
07/01/2024 07:08:00 PM,19:08:00,2024,July,Monday,Financial District/South Beach
08/20/2021 05:00:00 PM,17:00:00,2021,August,Friday,Lone Mountain/USF
06/26/2016 02:00:00 PM,14:00:00,2016,June,Sunday,Oceanview/Merced/Ingleside
10/11/2024 01:54:00 PM,13:54:00,2024,October,Friday,Hayes Valley
05/21/2013 08:22:00 AM,08:22:00,2013,May,Tuesday,Bayview Hunters Point
07/23/2005 11:15:00 AM,11:15:00,2005,July,Saturday,Tenderloin
03/13/2017 10:24:00 AM,10:24:00,2017,March,Monday,Lakeshore
05/05/2020 08:10:00 PM,20:10:00,2020,May,Tuesday,Haight Ashbury
12/24/2022 10:19:00 PM,22:19:00,2022,December,Saturday,Bayview Hunters Point
10/14/2007 02:40:00 AM,02:40:00,2007,October,Sunday,Financial District/South Beach
01/31/2013 08:59:00 PM,20:59:00,2013,January,Thursday,Mission
11/26/2015 03:44:00 AM,03:44:00,2015,November,Thursday,Tenderloin
11/20/2019 07:55:00 PM,19:55:00,2019,November,Wednesday,Russian Hill
02/17/2008 02:29:00 AM,02:29:00,2008,February,Sunday,Bernal Heights
12/10/2022 08:24:00 PM,20:24:00,2022,December,,Outer Mission
09/27/2017 08:50:00 AM,08:50:00,2017,September,Wednesday,Western Addition
06/05/2005 03:00:00 PM,15:00:00,2005,June,Sunday,Bayview Hunters Point
10/01/2012 08:53:00 PM,20:53:00,2012,October,Monday,Tenderloin
06/01/2012 11:59:00 PM,23:59:00,2012,June,Friday,Mission Bay
10/09/2005 05:40:00 PM,17:40:00,2005,October,Sunday,Mission
01/01/2023 05:30:00 PM,17:30:00,2023,January,Sunday,Russian Hill
01/15/2012 06:36:00 PM,18:36:00,2012,January,Sunday,Sunset/Parkside
08/19/2023 06:45:00 PM,18:45:00,2023,August,Saturday,Lakeshore
10/05/2005 04:58:00 PM,16:58:00,2005,October,Wednesday,Lone Mountain/USF
10/18/2023 05:20:00 PM,17:20:00,2023,October,Wednesday,Excelsior
08/29/2005 12:55:00 PM,12:55:00,2005,August,Monday,Financial District/South Beach
10/08/2022 10:36:00 PM,22:36:00,2022,October,Saturday,Hayes Valley
10/03/2020 09:30:00 PM,21:30:00,2020,October,Saturday,North Beach
11/28/2007 07:30:00 AM,07:30:00,2007,November,Wednesday,Castro/Upper Market
11/10/2022 05:45:00 PM,17:45:00,2022,November,Thursday,Russian Hill
01/30/2023 10:06:00 PM,22:06:00,2023,January,Monday,Financial District/South Beach
08/02/2014 05:25:00 AM,05:25:00,2014,August,Saturday,Mission
12/18/2012 06:23:00 PM,18:23:00,2012,December,Tuesday,Golden Gate Park
01/22/2024 01:14:00 AM,01:14:00,2024,January,Monday,Mission
12/22/2022 01:22:00 AM,01:22:00,2022,December,Thursday,Inner Richmond
10/31/2021 02:53:00 AM,02:53:00,2021,October,Sunday,Russian Hill
04/02/2005 01:31:00 PM,13:31:00,2005,April,Saturday,South of Market
08/21/2019 02:55:00 PM,14:55:00,2019,August,Wednesday,Hayes Valley
06/04/2013 05:20:00 AM,05:20:00,2013,June,Tuesday,Bayview Hunters Point
03/13/2008 11:25:00 AM,11:25:00,2008,March,Thursday,Bayview Hunters Point
10/24/2007 03:00:00 AM,03:00:00,2007,October,Wednesday,Mission
08/01/2007 05:32:00 PM,17:32:00,2007,August,Wednesday,Mission
11/26/2007 06:40:00 PM,18:40:00,2007,November,Monday,Financial District/South Beach
10/12/2022 07:15:00 PM,19:15:00,2022,October,Wednesday,Marina
05/04/2021 06:56:00 PM,18:56:00,2021,May,Tuesday,Mission
10/04/2012 12:20:00 PM,12:20:00,2012,October,Thursday,Lone Mountain/USF
09/25/2011 05:33:00 PM,17:33:00,2011,September,Sunday,Hayes Valley
08/17/2007 06:01:00 PM,18:01:00,2007,August,Friday,Chinatown
04/05/2017 07:20:00 PM,19:20:00,2017,April,Wednesday,Financial District/South Beach
11/15/2022 06:53:00 PM,18:53:00,2022,November,Tuesday,Haight Ashbury
11/06/2020 05:52:00 PM,17:52:00,2020,November,Friday,Bayview Hunters Point
01/28/2013 05:25:00 PM,17:25:00,2013,January,Monday,South of Market
04/04/2023 08:35:00 AM,08:35:00,2023,April,Tuesday,Marina
02/16/2013 07:54:00 PM,19:54:00,2013,February,Saturday,Inner Sunset
03/02/2023 09:45:00 AM,09:45:00,2023,March,Thursday,Financial District/South Beach
08/20/2024 08:10:00 PM,20:10:00,2024,August,Tuesday,
05/13/2023 10:02:00 PM,22:02:00,2023,May,Saturday,South of Market
02/27/2008 08:51:00 PM,20:51:00,2008,February,Wednesday,Sunset/Parkside
07/25/2019 03:02:00 PM,15:02:00,2019,July,Thursday,Mission
12/16/2012 06:45:00 PM,18:45:00,2012,December,Sunday,Excelsior
10/26/2022 05:14:00 PM,17:14:00,2022,October,Wednesday,Presidio Heights
01/21/2023 11:06:00 AM,11:06:00,2023,January,Saturday,Lakeshore
10/21/2023 08:37:00 AM,08:37:00,2023,October,Saturday,Financial District/South Beach
08/17/2015 08:37:00 AM,08:37:00,2015,August,Monday,Financial District/South Beach
06/16/2005 10:25:00 AM,10:25:00,2005,June,Thursday,Inner Richmond
07/31/2013 06:13:00 PM,18:13:00,2013,July,Wednesday,Bernal Heights
05/04/2012 10:46:00 PM,22:46:00,2012,May,Friday,Western Addition
07/10/2024 02:15:00 PM,14:15:00,2024,July,Wednesday,Mission
12/13/2022 07:00:00 AM,07:00:00,2022,December,Tuesday,Western Addition
10/05/2010 07:10:00 AM,07:10:00,2010,October,Tuesday,Bayview Hunters Point
08/22/2006 09:39:00 PM,21:39:00,2006,August,Tuesday,Castro/Upper Market
06/21/2014 09:39:00 PM,21:39:00,2014,June,Saturday,Castro/Upper Market
12/19/2007 02:11:00 PM,14:11:00,2007,December,Wednesday,Sunset/Parkside
12/03/2022 06:22:00 PM,18:22:00,2022,December,Saturday,Haight Ashbury
08/10/2007 03:01:00 PM,15:01:00,2007,August,Friday,Tenderloin
05/02/2013 01:59:00 AM,01:59:00,2013,May,Thursday,Western Addition
12/18/2022 08:25:00 PM,20:25:00,2022,December,Sunday,Russian Hill
07/20/2019 05:47:00 PM,17:47:00,2019,July,Saturday,Financial District/South Beach
07/29/2020 11:05:00 AM,11:05:00,2020,July,Wednesday,Tenderloin
10/16/2023 01:34:00 AM,01:34:00,2023,October,Monday,Outer Richmond
03/14/2013 10:45:00 PM,22:45:00,2013,March,Thursday,Glen Park
09/26/2007 09:25:00 AM,09:25:00,2007,September,Wednesday,Inner Richmond
10/07/2022 11:27:00 PM,23:27:00,2022,October,Friday,Chinatown
12/03/2016 11:16:00 AM,11:16:00,2016,December,Saturday,Lakeshore
02/02/2018 11:09:00 AM,11:09:00,2018,February,Friday,Nob Hill
09/19/2005 08:00:00 AM,08:00:00,2005,September,Monday,Outer Mission
11/05/2007 08:15:00 AM,08:15:00,2007,November,Monday,Hayes Valley
07/22/2019 07:40:00 PM,19:40:00,2019,July,Monday,Western Addition
05/08/2021 06:59:00 PM,18:59:00,2021,May,Saturday,Marina
04/26/2014 02:56:00 AM,02:56:00,2014,April,Saturday,Bernal Heights
08/06/2008 09:45:00 PM,21:45:00,2008,August,Wednesday,Mission Bay
09/05/2020 10:55:00 AM,10:55:00,2020,September,Saturday,Lone Mountain/USF
03/23/2017 02:29:00 PM,14:29:00,2017,March,Thursday,Mission
03/17/2023 06:40:00 AM,06:40:00,2023,March,Friday,Western Addition
05/16/2007 03:56:00 PM,15:56:00,2007,May,Wednesday,Hayes Valley
05/07/2024 08:06:00 AM,08:06:00,2024,May,Tuesday,Hayes Valley
05/11/2019 04:11:00 PM,16:11:00,2019,May,Saturday,Bernal Heights
05/03/2023 01:00:00 PM,13:00:00,2023,May,Wednesday,Portola
12/15/2022 10:34:00 PM,22:34:00,2022,December,Thursday,Tenderloin
09/24/2013 10:55:00 PM,22:55:00,2013,September,Tuesday,Mission
02/27/2013 03:40:00 AM,03:40:00,2013,February,Wednesday,Bayview Hunters Point
11/09/2011 11:49:00 AM,11:49:00,2011,November,Wednesday,Mission
10/17/2007 10:37:00 AM,10:37:00,2007,October,Wednesday,Mission Bay
03/25/2013 08:52:00 AM,08:52:00,2013,March,Monday,Marina
06/05/2012 01:25:00 PM,13:25:00,2012,June,Tuesday,Castro/Upper Market
10/24/2019 10:11:00 AM,10:11:00,2019,October,Thursday,South of Market
01/09/2024 05:55:00 AM,05:55:00,2024,January,Tuesday,Mission
09/06/2016 02:37:00 PM,14:37:00,2016,September,Tuesday,Financial District/South Beach
03/17/2013 11:20:00 PM,23:20:00,2013,March,Sunday,Pacific Heights
06/16/2005 04:53:00 PM,16:53:00,2005,June,Thursday,West of Twin Peaks
11/26/2020 07:19:00 AM,07:19:00,2020,November,Thursday,Sunset/Parkside
12/29/2011 01:30:00 PM,13:30:00,2011,December,Thursday,South of Market
04/04/2012 10:50:00 PM,22:50:00,2012,April,Wednesday,Glen Park
10/31/2015 04:15:00 PM,16:15:00,2015,October,Saturday,Castro/Upper Market
07/30/2024 09:36:00 AM,09:36:00,2024,July,Tuesday,Mission
10/24/2023 11:07:00 AM,11:07:00,2023,October,Tuesday,Castro/Upper Market
12/20/2023 01:20:00 AM,01:20:00,2023,December,Wednesday,Excelsior
12/05/2013 05:25:00 PM,17:25:00,2013,December,Thursday,Lakeshore
11/20/2022 09:36:00 AM,09:36:00,2022,November,Sunday,Pacific Heights
11/20/2022 02:22:00 PM,14:22:00,2022,November,Sunday,Bayview Hunters Point
05/24/2024 02:28:00 PM,14:28:00,2024,May,Friday,Outer Richmond
12/07/2019 02:45:00 AM,02:45:00,2019,December,Saturday,Potrero Hill
07/27/2019 07:02:00 PM,19:02:00,2019,July,Saturday,Twin Peaks
06/23/2014 05:30:00 PM,17:30:00,2014,June,Monday,Financial District/South Beach
05/07/2020 01:32:00 PM,13:32:00,2020,May,Thursday,Lone Mountain/USF
09/23/2023 05:35:00 AM,05:35:00,2023,September,Saturday,Tenderloin
05/27/2009 10:50:00 AM,10:50:00,2009,May,Wednesday,Outer Richmond
09/05/2022 09:18:00 PM,21:18:00,2022,September,Monday,Oceanview/Merced/Ingleside
08/28/2014 05:15:00 PM,17:15:00,2014,August,Thursday,Mission
07/17/2023 12:18:00 PM,12:18:00,2023,July,Monday,Marina
12/31/2021 10:33:00 AM,10:33:00,2021,December,Friday,Excelsior
09/24/2007 07:43:00 PM,19:43:00,2007,September,Monday,Inner Richmond
03/31/2013 09:01:00 PM,21:01:00,2013,March,Sunday,Excelsior
06/21/2014 05:10:00 PM,17:10:00,2014,June,Saturday,Tenderloin
11/09/2013 02:43:00 PM,14:43:00,2013,November,Saturday,Bernal Heights
07/28/2019 11:50:00 PM,23:50:00,2019,July,Sunday,Outer Richmond
10/12/2023 07:00:00 PM,19:00:00,2023,October,Thursday,Bayview Hunters Point
04/06/2014 11:04:00 PM,23:04:00,2014,April,Sunday,Tenderloin
12/10/2007 05:40:00 PM,17:40:00,2007,December,Monday,Presidio Heights
10/22/2022 04:11:00 AM,04:11:00,2022,October,Saturday,Mission
07/01/2023 03:07:00 PM,15:07:00,2023,July,Saturday,Bernal Heights
09/17/2007 07:23:00 AM,07:23:00,2007,September,Monday,Sunset/Parkside
07/16/2023 09:41:00 PM,21:41:00,2023,July,Sunday,Mission
05/17/2023 07:55:00 PM,19:55:00,2023,May,Wednesday,Inner Richmond
03/22/2014 10:43:00 PM,22:43:00,2014,March,Saturday,Inner Richmond
12/03/2014 11:00:00 AM,11:00:00,2014,December,Wednesday,South of Market
09/12/2023 02:28:00 PM,14:28:00,2023,September,Tuesday,Inner Richmond
08/08/2013 09:01:00 AM,09:01:00,2013,August,Thursday,Mission
03/10/2023 12:16:00 PM,12:16:00,2023,March,Friday,Financial District/South Beach
10/16/2023 04:50:00 PM,16:50:00,2023,October,Monday,Bayview Hunters Point
09/02/2020 07:00:00 AM,07:00:00,2020,September,Wednesday,South of Market
09/17/2022 04:40:00 PM,16:40:00,2022,September,Saturday,North Beach
12/07/2017 08:27:00 AM,08:27:00,2017,December,Thursday,Oceanview/Merced/Ingleside
02/25/2008 05:36:00 PM,17:36:00,2008,February,Monday,Hayes Valley
12/05/2022 02:39:00 AM,02:39:00,2022,December,Monday,Sunset/Parkside
07/13/2014 05:00:00 PM,17:00:00,2014,July,Sunday,Potrero Hill
01/08/2013 01:03:00 PM,13:03:00,2013,January,Tuesday,South of Market
05/07/2023 04:25:00 PM,16:25:00,2023,May,Sunday,Sunset/Parkside
